observation_id,year,plot_numeric_id,treatment,replicate,crop_raw,crop_group,harvest_date,preharvest_step_max,yield_kg_ha,whole_plot_yield_kg_ha,feature_scope,landsat_available_steps,landsat_max_step,landsat_blue_mean,landsat_blue_max,landsat_blue_last,landsat_green_mean,landsat_green_max,landsat_green_last,landsat_red_mean,landsat_red_max,landsat_red_last,landsat_nir08_mean,landsat_nir08_max,landsat_nir08_last,landsat_swir16_mean,landsat_swir16_max,landsat_swir16_last,landsat_swir22_mean,landsat_swir22_max,landsat_swir22_last,landsat_ndvi_mean,landsat_ndvi_max,landsat_ndvi_last,landsat_ndwi_mean,landsat_ndwi_max,landsat_ndwi_last,landsat_nbr_mean,landsat_nbr_max,landsat_nbr_last,landsat_clear_fraction_mean,landsat_clear_fraction_max,landsat_clear_fraction_last,landsat_obs_count_mean,landsat_obs_count_max,landsat_obs_count_last,landsat_valid_fraction_mean,landsat_valid_fraction_max,landsat_valid_fraction_last,landsat_time_gap_days_mean,landsat_time_gap_days_max,landsat_time_gap_days_last,landsat_pixels_used_mean,landsat_pixels_used_max,landsat_pixels_used_last,landsat_ndvi_slope,sentinel2_available_steps,sentinel2_max_step,sentinel2_blue_mean,sentinel2_blue_max,sentinel2_blue_last,sentinel2_green_mean,sentinel2_green_max,sentinel2_green_last,sentinel2_red_mean,sentinel2_red_max,sentinel2_red_last,sentinel2_nir08_mean,sentinel2_nir08_max,sentinel2_nir08_last,sentinel2_swir16_mean,sentinel2_swir16_max,sentinel2_swir16_last,sentinel2_swir22_mean,sentinel2_swir22_max,sentinel2_swir22_last,sentinel2_ndvi_mean,sentinel2_ndvi_max,sentinel2_ndvi_last,sentinel2_ndwi_mean,sentinel2_ndwi_max,sentinel2_ndwi_last,sentinel2_nbr_mean,sentinel2_nbr_max,sentinel2_nbr_last,sentinel2_clear_fraction_mean,sentinel2_clear_fraction_max,sentinel2_clear_fraction_last,sentinel2_obs_count_mean,sentinel2_obs_count_max,sentinel2_obs_count_last,sentinel2_valid_fraction_mean,sentinel2_valid_fraction_max,sentinel2_valid_fraction_last,sentinel2_time_gap_days_mean,sentinel2_time_gap_days_max,sentinel2_time_gap_days_last,sentinel2_pixels_used_mean,sentinel2_pixels_used_max,sentinel2_pixels_used_last,sentinel2_ndvi_slope
mcse_rs_yield_000021,2025,1,T2,R5,Triticum aestivum L.,wheat,2025-07-14,12,6696.7,6696.7,landsat+sentinel2,8.0,12.0,0.0537478,0.0671656,0.0270797,0.0940285,0.1105147,0.0619069,0.1071024,0.1399031,0.0456575,0.3352745,0.3975506,0.3975506,0.2625141,0.2928856,0.1774986,0.1623155,0.191438,0.0880533,0.5137517,0.7933168,0.7933168,0.1242787,0.3833807,0.3833807,0.347889,0.6366347,0.6366347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.75,35.0,12.0,9.0,9.0,9.0,0.0642451,5.0,12.0,0.0672773,0.083912,0.0704667,0.0951371,0.110608,0.0987333,0.1078911,0.1441833,0.1441833,0.3561239,0.4474919,0.2755833,0.2713229,0.339016,0.2420667,0.1697976,0.231776,0.1384,0.5385144,0.7110626,0.3125386,0.136891,0.3088635,0.0598749,0.3563772,0.517948,0.3259134,1.0,1.0,1.0,1.0,1.0,1.0,0.848,1.0,0.24,3.6,7.0,4.0,21.2,25.0,6.0,-0.0408825
mcse_rs_yield_000022,2025,49,T2,R4,Triticum aestivum L.,wheat,2025-07-14,12,6964.2,6964.2,landsat+sentinel2,8.0,12.0,0.0470147,0.057604,0.0300673,0.0849739,0.0984208,0.0638465,0.0907936,0.1176067,0.0523423,0.3183326,0.3739983,0.3658904,0.233184,0.2614706,0.170975,0.148967,0.1768119,0.0953523,0.5476191,0.7498258,0.7498258,0.1519627,0.3655902,0.3655902,0.3584262,0.5884632,0.5884632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.75,35.0,12.0,12.0,12.0,12.0,0.0517718,4.0,12.0,0.0585012,0.076781,0.0388476,0.0845619,0.1020048,0.0596809,0.0794786,0.1065381,0.047019,0.3743714,0.4424523,0.3826238,0.2516964,0.311581,0.1739714,0.1607131,0.2121905,0.1046476,0.6502025,0.7864862,0.7864862,0.2005472,0.3785529,0.3785529,0.4026215,0.5750164,0.5750164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,7.0,3.0,21.0,21.0,21.0,0.0869293
mcse_rs_yield_000023,2025,47,T2,R3,Triticum aestivum L.,wheat,2025-07-14,12,6888.9,6888.9,landsat+sentinel2,8.0,12.0,0.0420837,0.05533,0.023105,0.07911,0.096325,0.0558425,0.0798169,0.110745,0.04085,0.3311513,0.3878425,0.3760825,0.220965,0.26219,0.15088,0.1341787,0.1725075,0.0767075,0.6036552,0.8038583,0.8038583,0.1987327,0.4278216,0.4278216,0.4199046,0.6611513,0.6611513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.75,35.0,12.0,11.0,11.0,11.0,0.0529198,5.0,12.0,0.0600957,0.0865687,0.0865687,0.0826165,0.1003524,0.1002062,0.0745121,0.100175,0.100175,0.3549224,0.4562904,0.21195,0.2306641,0.3114143,0.1794062,0.1448008,0.2082238,0.1218375,0.6356458,0.8364232,0.3673316,0.2065224,0.4206122,0.0796745,0.4123423,0.6260319,0.2697638,1.0,1.0,1.0,1.0,1.0,1.0,0.952381,1.0,0.7619048,3.6,7.0,4.0,20.0,21.0,16.0,-0.0512539
mcse_rs_yield_000024,2025,18,T2,R2,Triticum aestivum L.,wheat,2025-07-14,12,7308.6,7308.6,landsat+sentinel2,8.0,12.0,0.0423323,0.0554078,0.0258636,0.0808468,0.0975317,0.0586925,0.0819514,0.1126139,0.0449303,0.3279007,0.3905411,0.3685167,0.2229538,0.2575603,0.1665231,0.1363769,0.1700705,0.0893153,0.5917901,0.7829173,0.7829173,0.1874003,0.3788952,0.3788952,0.4071262,0.6106037,0.6106037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.75,35.0,12.0,9.0,9.0,9.0,0.0517492,5.0,12.0,0.0693,0.12415,0.12415,0.0914698,0.1274571,0.1274571,0.0833971,0.1272357,0.1272357,0.3577076,0.4580916,0.2367714,0.2329738,0.3046333,0.1991857,0.1452515,0.2021417,0.1335786,0.6101715,0.8117525,0.3034362,0.2062624,0.4042712,0.0763747,0.4148432,0.6100228,0.2685509,1.0,1.0,1.0,1.0,1.0,1.0,0.9166667,1.0,0.5833333,3.6,7.0,4.0,22.0,24.0,14.0,-0.0652677
mcse_rs_yield_000025,2024,26,T4,R4,Glycine max L.,soybean,2024-10-10,18,2074.4,1970.68,landsat+sentinel2,9.0,18.0,0.0453699,0.0723508,0.0292828,0.0784552,0.1133197,0.0618092,0.0791797,0.1467047,0.0509222,0.370001,0.4274828,0.3848945,0.2395023,0.3141125,0.2017505,0.1377244,0.2118308,0.0976906,0.6442512,0.8440327,0.7660351,0.2145882,0.3878754,0.3120478,0.4593674,0.6739643,0.5949714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0526373,11.0,18.0,0.0706564,0.10571,0.037735,0.1039486,0.15123,0.075135,0.11232,0.18119,0.07156,0.3585768,0.442365,0.347395,0.2948264,0.409435,0.250995,0.2029182,0.32496,0.13977,0.5295679,0.8539172,0.6570055,0.1007639,0.3721075,0.1600851,0.2889777,0.6428164,0.4248289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,20.0,20.0,20.0,0.0301661
mcse_rs_yield_000026,2024,24,T4,R3,Glycine max L.,soybean,2024-10-10,18,2025.6,1924.32,landsat+sentinel2,9.0,18.0,0.0449119,0.0691975,0.0300425,0.0791278,0.10963,0.071145,0.0773256,0.13415,0.06214,0.3765978,0.469195,0.3827675,0.244295,0.3035825,0.2119075,0.1401931,0.2087075,0.10719,0.6452974,0.8677285,0.7207285,0.2049449,0.396308,0.287084,0.4494744,0.6925373,0.5620282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,11.0,11.0,11.0,0.0425836,10.0,18.0,0.070154,0.121415,0.040555,0.1034515,0.16918,0.07891,0.1127575,0.209055,0.07911,0.3519355,0.463675,0.334885,0.294959,0.434765,0.254805,0.205777,0.353255,0.144335,0.5195289,0.8724852,0.6179093,0.0904057,0.3904666,0.1359217,0.2745997,0.6583248,0.3974128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,7.0,5.0,20.0,20.0,20.0,0.0295419
mcse_rs_yield_000027,2024,46,T4,R2,Glycine max L.,soybean,2024-10-10,18,1459.3,1386.335,landsat+sentinel2,9.0,18.0,0.0395418,0.0610025,0.0272417,0.0696869,0.0943921,0.0598887,0.0646223,0.1165365,0.0468858,0.347264,0.4112975,0.3487282,0.2225418,0.2933065,0.1940842,0.1219685,0.1954408,0.0920729,0.6773789,0.851245,0.7637774,0.2169805,0.3956685,0.2851001,0.4785257,0.6941474,0.5831853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,12.0,12.0,12.0,0.0454865,11.0,18.0,0.0641026,0.0963762,0.0347809,0.0977771,0.1416095,0.0688476,0.1010314,0.1634905,0.0637524,0.3505411,0.4241381,0.3118667,0.2796773,0.3781476,0.2381381,0.1886829,0.2906047,0.1312286,0.5581755,0.8508769,0.6626105,0.1135768,0.3544127,0.1340023,0.3091405,0.629511,0.4075933,1.0,1.0,1.0,1.0,1.0,1.0,0.9350649,1.0,1.0,3.0,7.0,5.0,19.6363636,21.0,21.0,0.0293889
mcse_rs_yield_000028,2024,43,T4,R1,Glycine max L.,soybean,2024-10-10,18,1775.8,1687.01,landsat+sentinel2,9.0,18.0,0.0440564,0.0634867,0.0331511,0.0779272,0.1001808,0.0688828,0.0787821,0.1248331,0.0580172,0.3424304,0.4002609,0.3825539,0.2381246,0.3037481,0.2145014,0.143363,0.2168236,0.114053,0.616508,0.8124964,0.736677,0.1753216,0.3454139,0.2817268,0.4064694,0.6266255,0.5409703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0446431,11.0,18.0,0.0768784,0.1203857,0.0475143,0.1131576,0.1711667,0.0865809,0.1268372,0.2136905,0.0912286,0.3453667,0.4337143,0.3272476,0.3118887,0.4530381,0.2652667,0.2232576,0.3709952,0.1582524,0.4711364,0.8017039,0.5655299,0.0569547,0.3445958,0.1048681,0.2308913,0.6017833,0.3490166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,21.0,21.0,21.0,0.0232661
mcse_rs_yield_000029,2024,3,T4,R5,Glycine max L.,soybean,2024-10-09,18,1511.8,1436.21,landsat+sentinel2,9.0,18.0,0.0394408,0.0520283,0.0285189,0.0698962,0.0857464,0.0607244,0.0655336,0.0977944,0.049425,0.3204718,0.3622467,0.3434886,0.2212681,0.2594731,0.1998042,0.1271505,0.1753719,0.0982619,0.6533955,0.793853,0.7472344,0.1775403,0.3098528,0.2630991,0.4286296,0.6109829,0.5540274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0412228,11.0,18.0,0.0682176,0.11396,0.0385,0.101921,0.1632167,0.0731067,0.1085188,0.1945133,0.0718867,0.3426788,0.4047067,0.32364,0.291959,0.42478,0.25489,0.2030012,0.3420933,0.1460767,0.5314028,0.8267661,0.637345,0.0846948,0.3334478,0.1184599,0.2712209,0.6040505,0.3777996,1.0,1.0,1.0,1.0,1.0,1.0,0.9424242,1.0,1.0,3.0,7.0,5.0,28.2727273,30.0,30.0,0.0249674
mcse_rs_yield_000030,2024,28,T4,R6,Glycine max L.,soybean,2024-10-09,18,1507.6,1432.22,landsat+sentinel2,9.0,18.0,0.035476,0.0535836,0.0282714,0.0685922,0.0831156,0.0609628,0.0600352,0.1023656,0.0463267,0.3438672,0.4196483,0.3462631,0.220034,0.2633536,0.1951078,0.1209841,0.1818772,0.0931103,0.6859418,0.8576909,0.7640097,0.2067334,0.3740847,0.279163,0.4658451,0.6798674,0.5763034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0440276,11.0,18.0,0.0628043,0.0917652,0.0348391,0.0954462,0.1354435,0.0682696,0.097302,0.1566609,0.0639478,0.3473474,0.4382956,0.2985261,0.2878209,0.400713,0.2399783,0.1951735,0.3101783,0.1343783,0.561218,0.8579571,0.6466002,0.0940288,0.3517497,0.1097524,0.2884392,0.6315821,0.3801236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,23.0,23.0,23.0,0.0253832
mcse_rs_yield_000031,2024,16,T3,R2,Glycine max L.,soybean,2024-10-02,18,4932.3,4685.685,landsat+sentinel2,9.0,18.0,0.0409962,0.057895,0.0314125,0.0741304,0.0885575,0.0728069,0.0677377,0.106515,0.0654942,0.3573468,0.4453471,0.3539394,0.2308703,0.2752939,0.2151377,0.1288335,0.1905275,0.1099594,0.6642436,0.8508973,0.6893551,0.201782,0.3822651,0.2437155,0.4561722,0.6859339,0.5265982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,12.0,12.0,12.0,0.0344579,11.0,18.0,0.0669339,0.1102625,0.047485,0.0997936,0.14775,0.0836,0.1014025,0.16973,0.1103,0.372477,0.5107999,0.30817,0.2960302,0.400995,0.29928,0.1977264,0.319495,0.18425,0.5649096,0.8893932,0.4804638,0.107603,0.3859744,0.0147983,0.3060645,0.6719195,0.2525502,1.0,1.0,1.0,1.0,1.0,1.0,0.9454545,1.0,1.0,3.0,7.0,5.0,18.9090909,20.0,20.0,0.009269
mcse_rs_yield_000032,2024,22,T3,R6,Glycine max L.,soybean,2024-10-02,18,4281.0,4066.95,landsat+sentinel2,9.0,18.0,0.03905,0.0564589,0.0321917,0.0696572,0.0883528,0.0694694,0.0679379,0.1069122,0.0680242,0.3505174,0.4474784,0.3298944,0.2226686,0.2642519,0.2021478,0.124502,0.1756133,0.1082811,0.6602184,0.855394,0.662743,0.2117827,0.3809729,0.241188,0.4630729,0.6730254,0.5073202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0275467,10.0,18.0,0.0613196,0.0944,0.047915,0.0922699,0.13902,0.07778,0.0976778,0.16071,0.10778,0.3714631,0.5129,0.2875,0.2938529,0.392715,0.31017,0.1957298,0.30991,0.19739,0.5724474,0.8800322,0.4614682,0.1068911,0.3668591,-0.037457,0.3050746,0.6417418,0.186377,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,2.6,5.0,5.0,19.8,20.0,20.0,0.0079473
mcse_rs_yield_000033,2024,2,T3,R5,Glycine max L.,soybean,2024-10-02,18,3809.9,3619.405,landsat+sentinel2,9.0,18.0,0.0487881,0.0750367,0.0358767,0.0829801,0.1134328,0.0800417,0.0880194,0.1439547,0.0858625,0.3718931,0.4830847,0.3516439,0.2594092,0.32228,0.2328683,0.1544214,0.2265311,0.1280903,0.6006725,0.8817197,0.6072417,0.17069,0.4196545,0.2034867,0.4066265,0.7156146,0.4659939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0336871,10.0,18.0,0.070196,0.120345,0.05174,0.1026155,0.168815,0.083955,0.1129085,0.20484,0.11986,0.3645085,0.49575,0.29336,0.305754,0.439695,0.320315,0.210439,0.361665,0.202955,0.5238266,0.8890517,0.4208365,0.085477,0.3901875,-0.0434131,0.2746071,0.6730667,0.1828137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,7.0,5.0,20.0,20.0,20.0,0.0091078
mcse_rs_yield_000034,2024,48,T3,R4,Glycine max L.,soybean,2024-10-02,18,4446.7,4224.365,landsat+sentinel2,9.0,18.0,0.0482734,0.0702067,0.0330378,0.0831828,0.11119,0.0798895,0.0854072,0.139284,0.0805275,0.3845409,0.5036095,0.3702648,0.2570421,0.3158312,0.2239263,0.150218,0.2197903,0.11812,0.6163775,0.8774953,0.642598,0.1873712,0.4164771,0.2462542,0.4266299,0.7116952,0.516107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,10.0,10.0,10.0,0.0356313,11.0,18.0,0.0730924,0.12302,0.05324,0.1060276,0.171388,0.086344,0.1189876,0.211036,0.1281,0.3726233,0.536728,0.299176,0.3190098,0.450692,0.329296,0.2182942,0.367256,0.20718,0.5062893,0.9027987,0.4009605,0.0707835,0.4091362,-0.0485348,0.2608156,0.6893122,0.1808229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,25.0,25.0,25.0,0.0071988
mcse_rs_yield_000035,2024,32,T3,R3,Glycine max L.,soybean,2024-10-02,18,4834.4,4592.68,landsat+sentinel2,9.0,18.0,0.045061,0.0686108,0.0354183,0.0791797,0.1060231,0.0790242,0.08127,0.1337308,0.0828528,0.3814892,0.5181962,0.358415,0.247901,0.296702,0.2313405,0.1444124,0.2082344,0.1274669,0.6204725,0.89458,0.6225616,0.1930026,0.429747,0.2152298,0.428883,0.7212298,0.474712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,9.0,9.0,9.0,0.0351472,11.0,18.0,0.0741811,0.114056,0.052976,0.1084222,0.163444,0.088508,0.1209789,0.21146,0.127196,0.3802909,0.545788,0.301148,0.3106938,0.408088,0.314004,0.2113814,0.337876,0.195176,0.5056373,0.9033689,0.4065115,0.091494,0.4096049,-0.0210192,0.2813273,0.6862245,0.213111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,25.0,25.0,25.0,0.0085405
mcse_rs_yield_000036,2024,44,T3,R1,Glycine max L.,soybean,2024-10-02,18,4827.4,4586.03,landsat+sentinel2,9.0,18.0,0.0429486,0.061225,0.0327825,0.0774669,0.09762,0.07321,0.0772314,0.120405,0.0690675,0.3607195,0.4519375,0.3732625,0.2393369,0.282965,0.2235675,0.1407353,0.1972,0.1211025,0.6299835,0.8387957,0.6873158,0.1910424,0.3826565,0.2506022,0.4263572,0.667417,0.5098021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,20.0,11.0,11.0,11.0,11.0,0.0362799,11.0,18.0,0.0711107,0.10361,0.0492,0.1048694,0.15115,0.0837808,0.1131949,0.1886885,0.1126461,0.372544,0.5096538,0.3092231,0.3105138,0.4249115,0.3072692,0.2141599,0.3401961,0.1923923,0.5275122,0.8671942,0.4644774,0.0864683,0.3732427,0.0002328,0.2716089,0.6387709,0.2291586,1.0,1.0,1.0,1.0,1.0,1.0,0.979021,1.0,1.0,3.0,7.0,5.0,25.4545455,26.0,26.0,0.0084564
mcse_rs_yield_000037,2024,39,T2,R1,Glycine max L.,soybean,2024-09-19,17,4645.6,4645.6,landsat+sentinel2,8.0,17.0,0.0553862,0.084185,0.0406708,0.0903702,0.1260675,0.0829658,0.0997615,0.1629221,0.0975913,0.3731648,0.4730396,0.3423183,0.2786908,0.3448987,0.252265,0.1708954,0.2428188,0.1483425,0.5647058,0.8445301,0.5557397,0.1396475,0.3897881,0.1506991,0.3670764,0.6736013,0.3943892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,6.0,6.0,6.0,0.0366351,10.0,17.0,0.0818705,0.112615,0.03885,0.114716,0.151905,0.06182,0.1299495,0.19286,0.03959,0.375308,0.509545,0.47442,0.338774,0.42651,0.20893,0.232358,0.3166,0.09968,0.4772718,0.8610922,0.8451293,0.0515208,0.3911343,0.3875516,0.238717,0.6572428,0.6516629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,7.0,1.0,20.0,20.0,20.0,0.066504
mcse_rs_yield_000038,2024,21,T2,R6,Glycine max L.,soybean,2024-09-19,17,4563.4,4563.4,landsat+sentinel2,8.0,17.0,0.0544899,0.0868014,0.0362957,0.0878995,0.1285072,0.0747604,0.0964254,0.1700047,0.0876775,0.3854853,0.497785,0.3304632,0.2769664,0.3718861,0.2334472,0.1660893,0.2617407,0.1272264,0.5845805,0.881512,0.5812711,0.1603892,0.4427278,0.1719729,0.3952919,0.7318317,0.4443823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,7.0,7.0,7.0,0.0430014,10.0,17.0,0.0778506,0.1456706,0.0352286,0.1069402,0.1678412,0.0557964,0.1147234,0.1892059,0.0334857,0.3835599,0.5102107,0.4525464,0.3303691,0.4080965,0.2056964,0.2224175,0.29775,0.0934429,0.5333868,0.8896809,0.8602806,0.0744141,0.4062473,0.373558,0.2695964,0.6824437,0.6563743,1.0,1.0,1.0,1.0,1.0,1.0,0.9607143,1.0,1.0,2.8,7.0,1.0,26.9,28.0,28.0,0.0669331
mcse_rs_yield_000039,2024,1,T2,R5,Glycine max L.,soybean,2024-09-19,17,4404.2,4404.2,landsat+sentinel2,8.0,17.0,0.0515375,0.0836533,0.0350364,0.0856643,0.1256947,0.0719658,0.0930071,0.1681303,0.0823486,0.3959541,0.5013417,0.3468222,0.2718011,0.3655375,0.2405286,0.160601,0.2543886,0.1317111,0.6047577,0.8785062,0.6155077,0.1828252,0.4529478,0.181244,0.4194618,0.7375316,0.4499823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.045731,10.0,17.0,0.0744396,0.107376,0.03448,0.1058526,0.14675,0.054996,0.1173803,0.197175,0.031428,0.3866967,0.510036,0.4555239,0.3229108,0.4141,0.198504,0.2141217,0.296624,0.089588,0.5285435,0.8952029,0.8700612,0.0907828,0.4171524,0.3922733,0.2912044,0.6934918,0.6705911,1.0,1.0,1.0,1.0,1.0,1.0,0.916,1.0,1.0,2.8,7.0,1.0,22.9,25.0,25.0,0.0693215
mcse_rs_yield_000040,2024,49,T2,R4,Glycine max L.,soybean,2024-09-19,17,4782.5,4782.5,landsat+sentinel2,8.0,17.0,0.0532504,0.0775071,0.0375565,0.0853019,0.1185485,0.0772504,0.0927386,0.1528548,0.0880396,0.3710017,0.480515,0.3491155,0.2669056,0.32976,0.2348873,0.1620845,0.2338262,0.1304812,0.5816563,0.8714563,0.5971119,0.1543226,0.4136147,0.1951961,0.3838694,0.7071005,0.455297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,12.0,12.0,12.0,0.0413427,10.0,17.0,0.0807104,0.1166467,0.0334333,0.1120992,0.1523067,0.0538238,0.1272555,0.19886,0.0282095,0.3725762,0.5216571,0.4847333,0.3374037,0.4366,0.2004619,0.2328788,0.3315809,0.0883952,0.4814343,0.8970952,0.8892151,0.0484696,0.4141505,0.4141505,0.2340529,0.6907748,0.6907748,1.0,1.0,1.0,1.0,1.0,1.0,0.9714286,1.0,1.0,2.8,7.0,1.0,20.4,21.0,21.0,0.0721435
mcse_rs_yield_000041,2024,47,T2,R3,Glycine max L.,soybean,2024-09-19,17,4842.0,4842.0,landsat+sentinel2,8.0,17.0,0.0533519,0.0779125,0.041755,0.0846697,0.1177,0.079285,0.0917625,0.152535,0.0972975,0.3822788,0.5113125,0.3267175,0.2727506,0.3409025,0.25143,0.1644028,0.24192,0.14502,0.5882939,0.890397,0.5412051,0.1545716,0.4419052,0.1306963,0.3854941,0.7363976,0.3858439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,11.0,11.0,11.0,0.0333267,10.0,17.0,0.078574,0.1241167,0.034019,0.1095407,0.1580833,0.0549095,0.1214402,0.2043167,0.0285857,0.381029,0.5373334,0.4840523,0.3354307,0.429319,0.1983809,0.2269569,0.3189571,0.0867,0.504447,0.9061856,0.8878382,0.0609157,0.4211701,0.4180245,0.2536026,0.7001599,0.6955971,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714,1.0,1.0,2.8,7.0,1.0,19.5,21.0,21.0,0.0694567
mcse_rs_yield_000042,2024,18,T2,R2,Glycine max L.,soybean,2024-09-19,17,4591.8,4591.8,landsat+sentinel2,8.0,17.0,0.0517476,0.0702242,0.0512919,0.082705,0.1077219,0.0852881,0.0925385,0.1402728,0.1119233,0.3593523,0.4810008,0.3142653,0.2678342,0.3346306,0.3018689,0.1670738,0.2378672,0.1919086,0.5639216,0.8799656,0.474779,0.1319281,0.4256574,0.0205556,0.350546,0.7172559,0.2426861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.0246684,10.0,17.0,0.0737458,0.1035,0.0352458,0.1056462,0.1393,0.0568625,0.1141896,0.1657208,0.0326833,0.3755017,0.5048917,0.4524083,0.3277662,0.4365624,0.1980708,0.2251421,0.3325458,0.0899167,0.5234439,0.8871944,0.864212,0.0682658,0.4006143,0.3901707,0.2559489,0.6805041,0.6673942,1.0,1.0,1.0,1.0,1.0,1.0,0.9041667,1.0,1.0,2.8,7.0,1.0,21.7,24.0,24.0,0.0627473
mcse_rs_yield_000043,2024,9,T1,R6,Glycine max L.,soybean,2024-09-19,17,4412.3,4412.3,landsat+sentinel2,8.0,17.0,0.0481968,0.0651472,0.0451979,0.0789516,0.1030579,0.0825154,0.0844654,0.1279729,0.1030814,0.3693644,0.507135,0.3221111,0.2510167,0.28609,0.2761507,0.1545879,0.2147589,0.1700282,0.5930743,0.8859248,0.5140037,0.1665476,0.4299446,0.0772107,0.3834501,0.7202345,0.3094155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,7.0,7.0,7.0,0.0245917,10.0,17.0,0.0789875,0.127765,0.0332,0.1140115,0.174825,0.0537,0.1265845,0.22153,0.029375,0.386407,0.526635,0.464265,0.3223815,0.43301,0.20571,0.2410935,0.38382,0.097605,0.5043969,0.9056619,0.8807973,0.0869859,0.4109933,0.3865767,0.2426187,0.6763234,0.6538396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,7.0,1.0,20.0,20.0,20.0,0.0682109
mcse_rs_yield_000044,2024,29,T1,R2,Glycine max L.,soybean,2024-09-18,17,4729.0,4729.0,landsat+sentinel2,8.0,17.0,0.0455616,0.0591997,0.0446156,0.0756657,0.0972842,0.0782817,0.0824884,0.1259392,0.0943111,0.3595077,0.5024233,0.3245533,0.2454744,0.2824447,0.2675764,0.1511467,0.2075256,0.1603172,0.5843116,0.8904761,0.54836,0.1581039,0.4294547,0.0959971,0.3740008,0.7209808,0.3385348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.625,20.0,4.0,9.0,9.0,9.0,0.0348199,10.0,17.0,0.0791608,0.1237375,0.033725,0.1141979,0.1736833,0.0540375,0.1301754,0.2233167,0.0283667,0.3821825,0.5217667,0.4717416,0.3217662,0.4365917,0.2028916,0.2370387,0.3649083,0.0894667,0.4870752,0.8988053,0.8857134,0.0800882,0.40435,0.3977456,0.2422805,0.6824792,0.6803784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,7.0,1.0,24.0,24.0,24.0,0.0693083
