bootstrap_effect
-323.7635451023612
-424.4354673206729
-312.4523209310028
-280.45250078893
-154.88556138070408
-0.1929767761416982
-427.5364627929671
-288.8148860155857
-428.62079001029673
-241.79057246914823
-535.203588098967
-276.5354843931598
-311.1140322458648
-331.3301925343257
-323.1248233815066
-261.30620684146885
-431.6461528516011
1379.2209139101074
-419.84280934528897
-316.64433246148377
-286.06338142096246
-275.5104244608457
-314.31785640228526
-271.60145913958814
-294.23022925273585
-328.83030517901625
-296.4239826127
-135.8328275185535
-103.87425052314818
-388.750097879502
-244.46472576759177
-165.24908084551748
-423.8817078141506
-383.7466887476268
-81.64201428628235
-313.53825281006766
185.50216532640025
-366.56577944083335
-211.16820015149847
-354.43989468471494
-554.6800355793779
-249.64580009871733
-324.6181745436142
-210.1196546074069
-306.27198587181465
1637.2011870392423
-135.3654862585031
-298.2142296829692
-253.75886394481932
-286.1470792757873
-230.4139265875807
-465.4535785640115
-297.08349194002847
-199.628665507648
-489.9735998111096
-240.4093696961027
-274.6978263558024
-227.23529207971475
-145.24588204357838
-184.19074432699844
-251.44912449466003
-118.45750954880056
-256.0027391316961
-512.4474003489788
-375.2422741854379
-452.95779970626063
-399.5427444350824
21.15220294249127
-115.02346485019018
-109.96683320252288
-94.09417821882916
-482.2948115655967
-97.74456393700754
-254.93439924412507
-183.40698121896224
-341.89630060629503
-204.0705942962016
-316.9636733676125
-323.1443019351934
-263.2126416290527
-292.56570736848283
-182.9433161857069
-344.1837262881398
-153.33025647355777
-459.3333066694343
266.90995438396806
-187.2426061733488
-346.9009045636707
-258.50266101173594
1061.2453423756024
-336.956989466462
-341.2401391449331
-319.843283290851
-336.0506776065441
-300.94394789338094
-154.44269012979316
-277.805855714103
-575.0160623259228
-193.12576299266271
-401.11819531409503
-391.392571140998
-116.6458419444264
-308.601545683603
-369.8598452834222
-248.5793428550114
-14.40126437015412
-350.54434961665663
-20.280332429740163
-253.94236724571877
-308.52428821142064
-195.34103128955232
-190.92544555869915
-217.9465280240355
55.87459073780649
-196.26690708101196
388.681923805298
-389.1978001258303
-273.1345780914275
-230.76369203710416
-279.87050337103886
-253.85499498102257
-209.9734490908488
-247.23239129327888
-271.80811553963946
-321.30439011308965
36.28252231613726
-207.9403990675372
-186.71949278703036
-178.46971651798714
-230.6803647131092
-204.1140367448389
-202.91598685991056
-384.10796635528726
-349.38216338195366
-257.1161330500732
-394.8968176797516
-169.2972600337984
-253.39942904948543
-178.38659866727122
-505.8287981737395
-326.12811009953566
-113.16918781611506
-149.40169749563364
-201.5311828617802
-476.0675494610009
-416.8034191697821
-452.9333126014421
-376.5416255939856
-295.2475974444405
-342.85093813249057
-272.3910242523671
-91.93812865067736
-447.3600653413202
-257.7157905588916
-343.3192479330803
-129.87070022389238
-270.65126087602744
-159.4760195024048
-206.4206045609084
-39.73679985484518
198.8944402708604
-215.61575780627132
-215.91150086646505
321.8816005175072
-338.5730579296469
-314.3904712759197
-187.6074968165005
-203.3127735225352
-288.77001953341426
-4.452829201824258
-79.6398095734561
-229.05705445591312
-252.5662729879812
-160.22569351260563
-193.9212916377464
-212.2249259477277
-67.41010105487277
-135.91964814638982
-295.2939474147741
-220.01553144253992
-513.2964139049031
509.1324069487749
-123.94537787760764
-105.11328171288724
-213.2833512954333
-706.4335540089309
-345.53841700882083
88.65096206769593
-267.6239603850892
-318.68831140814166
-177.1669563963136
-244.60355992485583
-227.9183756149976
-311.14644409414865
124.78920291809928
-129.534200737305
-310.54915968060425
-346.19446372959953
-344.529226235916
-273.05341231730546
-244.4021245636582
-187.29750745357143
-18.9528184372826
-429.0913695661513
381.6000023430272
-582.9496409018458
-56.88827102053996
-327.41871045317515
-545.8685849647493
-333.1575393025103
-288.446971303816
-303.81863210004843
-167.98638609851093
-274.2146445690652
-162.40536325860214
-424.09783998172577
-259.99580245426586
-337.2686209243856
-447.5514366514252
-215.55771701697088
-1763.5312930473835
-195.25540840068743
-337.7539321924358
-99.64795721005204
-549.4703548932536
-281.291031701746
-303.6272943474309
-207.5602135506388
-262.1243445103884
-369.5681375065707
-310.3945345204656
-159.04631384251732
-490.088232634162
-318.50514736563537
-45.609514854036185
-407.96260879119774
-306.91727550448775
-143.12088217050447
-197.33230227724283
-237.19692199681424
